"QUESTION_ID","OPTION"
"249","Patricians had completely surrendered to plebeian demands and shared all power"
"249","Plebeians had captured power and ruled Rome exclusively without patrician input"
"249","A stalemate where neither side could force the other to capitulate"
"249","The two groups had completely separated and governed different parts of Rome"
"250","They wanted to maintain their power while appeasing discontent through limited change"
"250","They were creating new offices like the praetorship that plebeians could eventually access"
"250","They feared a full plebeian revolt would destroy the Republic entirely"
"250","They believed plebeians lacked the intelligence to hold higher offices"
"251","They agreed completely and stopped asking for political office"
"251","They asked how patricians could claim to be fit rulers if they had led Rome to catastrophic military defeat"
"251","They said genealogy did not matter as much as military victories in battle"
"251","They proposed eliminating all magistracies and creating a democracy"
"252","The threat to become mercenaries for foreign powers and abandon Rome"
"252","The threat of military secession—refusing to serve in Rome's armies"
"252","The threat to invade the Forum and forcibly seize political power"
"252","The threat to migrate to a neighboring Italian city-state and start a rival Rome"
"253","Population pressure and overcrowding in their core Central European territories"
"253","A warrior culture that valued martial glory and conquest as paths to prestige"
"253","Superior iron-working technology that gave military advantage over neighboring peoples"
"253","Organized imperial conquest directed by a unified Celtic government"
"253","The desire to escape persecution from Eastern European peoples"
"253","Economic opportunities to trade with Mediterranean civilizations"
"254","Mediterranean peoples had invited Celtic settlement to strengthen their defenses"
"254","Mediterranean societies had developed wealth and power that provided opportunities for plunder and conquest"
"254","Mediterranean peoples had promised to share their territories with Celtic peoples peacefully"
"254","Mediterranean regions had ideal climate where Celtic cultures could flourish naturally"
"254","Mediterranean peoples were weakened by plague and unable to resist invasion"
"255","Rome had to rebuild its army and improve military organization after catastrophic defeat"
"255","Patrician military authority was weakened by the disaster and patrician confidence undermined"
"255","Patricians and plebeians temporarily worked together to defend Rome during the crisis"
"255","Rome immediately conquered all remaining Gallic tribes and eliminated the threat forever"
"255","Military necessity created precedent for plebeian military importance and leverage"
"256","The invasion destroyed all plebeian records and historical memory of their demands"
"256","Plebeians were killed in such large numbers they could no longer threaten secession"
"256","The military crisis gave patricians an excuse to postpone internal reforms"
"256","The Gauls recruited plebeians to join them and fight against patricians"
"256","The invasion permanently convinced plebeians that military service was futile"
"257","Rome's ability to rapidly rebuild military forces"
"257","Rome's dependence on patrician military leadership"
"257","Rome's tendency to only unite during foreign threats"
"257","Rome's institutional flexibility and resilience under crisis"
"257","Rome's superior engineering and construction capabilities"
"258","Brennus was definitely seeking to permanently conquer and settle Rome as Gallic territory"
"258","Brennus may have been seeking plunder from the wealthy city"
"258","Brennus may have been responding to Roman aggression against Gallic settlements"
"258","Brennus was leading a migration of his entire people seeking new territory"
"258","Rome had previously invaded Gaul and Brennus was seeking revenge"
"258","The exact motivations remain unclear from our historical sources"
"259","Rome had never experienced military defeat before the Gallic invasion"
"259","Rome had fought neighboring peoples like Aequi and Volsci but not such a massive, sophisticated force"
"259","Rome's armies had regularly lost battles and the Allia was just another routine defeat"
"259","Rome had defeated Gallic armies numerous times before but this one was different"
"259","The scale and destructiveness of the Gallic military advantage were unprecedented for Rome"
"260","Mediterranean civilizations were clearly superior and could never be threatened by outsiders"
"260","Mediterranean societies faced external threats from more warlike peoples moving into the region"
"260","No threats to Mediterranean cities existed because military technology was highly developed"
"260","Central European peoples were becoming more organized and powerful militarily"
"260","The balance of power in the Mediterranean region was more fluid and uncertain than it appeared"
"261","Plebeians viewed the patrician military failure as proof they should have full political power"
